,Collected,Exp_type,Exp_ID,Exp_FTP,Pltf_ID,Pltf_FTP,Sample_desc,Exp_desc,Sample_ID,Sample_FTP,Sample_ORG,Sample_acc,Source,Sample_class
GSM2028041,Y,Expression profiling by high throughput sequencing,GSE76566,ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76566,GPL17879,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL17nnn/GPL17879," dosRS mutant treated with HC103A, rep 1"," Chemical inhibitors of the Mycobacterium tuberculosis DosRST two-component regulatory system
(Submitter supplied) The purpose of this study was to discover and characterize small molecule inhibitors of the M. tuberculosis DosRST two-component regulatory pathway. The impact of three novel DosRST regulon inhibitors on gene expression was studied in wild type M. tuberculosis and a DosRS mutant strain.",GSM2028041,dnf,Mycobacterium tuberculosis,SRX1518489,Bacterial cell,DRonA classified viable
GSM2054454,Y,Expression profiling by high throughput sequencing,GSE77556,ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77556,GPL21405,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL21nnn/GPL21405, resistant clone 1A treated with  3.9 μM of compound 14," Impact of mutations in rv2887, putative transcriptional repressor, on gene expression in Mycobacterium tuberculosis.
(Submitter supplied) This study was aimed towards understanding the consequences of mutating rv2887, a putative transcriptional repressor, on gene expression in Mycobacterium tuberculosis. Since clones carrying mutations in this gene were found to be highly resistant to a potent mycobactericidal compound, 14, we also tested the impact of short-term exposure to this compound on gene expression in Mycobacterium tuberculosis.",GSM2054454,dnf,Mycobacterium tuberculosis,SRX1559980,clone1A_compound14,DRonA classified viable
GSM2054452,Y,Expression profiling by high throughput sequencing,GSE77556,ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77556,GPL21405,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL21nnn/GPL21405," wild type strain, H37Rv, treated with 3.9 μM of compound 14"," Impact of mutations in rv2887, putative transcriptional repressor, on gene expression in Mycobacterium tuberculosis.
(Submitter supplied) This study was aimed towards understanding the consequences of mutating rv2887, a putative transcriptional repressor, on gene expression in Mycobacterium tuberculosis. Since clones carrying mutations in this gene were found to be highly resistant to a potent mycobactericidal compound, 14, we also tested the impact of short-term exposure to this compound on gene expression in Mycobacterium tuberculosis.",GSM2054452,dnf,Mycobacterium tuberculosis,SRX1559978,H37Rv_wildtype_compound14,DRonA classified viable
GSM2054451,Y,Expression profiling by high throughput sequencing,GSE77556,ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77556,GPL21405,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL21nnn/GPL21405," wild type strain, H37Rv, treated with vehicle control (DMSO)"," Impact of mutations in rv2887, putative transcriptional repressor, on gene expression in Mycobacterium tuberculosis.
(Submitter supplied) This study was aimed towards understanding the consequences of mutating rv2887, a putative transcriptional repressor, on gene expression in Mycobacterium tuberculosis. Since clones carrying mutations in this gene were found to be highly resistant to a potent mycobactericidal compound, 14, we also tested the impact of short-term exposure to this compound on gene expression in Mycobacterium tuberculosis.",GSM2054451,dnf,Mycobacterium tuberculosis,SRX1559977,H37Rv_wildtype_DMSO,DRonA classified viable
GSM886374,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, H37Rv Ctrl vs 0.05 mM DETA/NO 40min rep 2," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886374,dnf,Mycobacterium tuberculosis,dnf,Control (channel 1) Rv 0.05mM DNO 40m (channel 2),DRonA classified viable
GSM886375,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, CDC1551 Ctrl vs 0.05 mM DETA/NO 40 min rep 1," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886375,dnf,Mycobacterium tuberculosis,dnf,CDC1551 No treatment (channel 1) CDC1551 0.05DNO 40min (channel 2),DRonA classified viable
GSM886248,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL9901,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL9nnn/GPL9901, MTB1254 Day 0 vs low Oxygen Day 4 rep 1," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886248,dnf,Mycobacterium tuberculosis,dnf,MTB1254 Day 0 (channel 1) MTB1254 Day 4 (channel 2),DRonA classified viable
GSM886378,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 0.5 mM KCN 20min + 0.05 mM DETA/NO 40min rep 2," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886378,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) KCN 0.5mM 20m and 0.05mM DNO 40mn (channel 2),DRonA classified viable
GSM886303,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, CDC1551 Ctrl vs 0.05 mM DETA/NO 40 min rep 3," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886303,dnf,Mycobacterium tuberculosis,dnf,CDC1551 No treatment (channel 1) CDC1551 0.05DNO 40min (channel 2),DRonA classified viable
GSM886302,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, H37Rv ctrl vs Rv3132-3134 KO  0.05 mM DETA/NO 40min rep 3," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886302,dnf,Mycobacterium tuberculosis,dnf,Control (channel 1) Rv3132-4KO 0.05mM DNO 40m (channel 2),DRonA classified viable
GSM886301,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 0.5 mM DETA/NO 20min rep 2," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886301,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) 0.5mM DNO 20 min (channel 2),DRonA classified viable
GSM886300,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs low aeration + 0.001 mM DETA/NO rep 3," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886300,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) Lowaerationand0.001mMDNO (channel 2),DRonA classified viable
GSM886307,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 1.0 mM DETA/NO 40min rep 2," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886307,dnf,Mycobacterium tuberculosis,dnf,Strain: MTB strain 1254 Treatment: Control (channel 1) Strain: MTB strain 1254 Treatment: 1.0 mM DETA/NO for 40min (channel 2),DRonA classified viable
GSM886306,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 0.5 mM DETA/NO 20min rep 3," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886306,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) 0.5mM DNO 20 min (channel 2),DRonA classified viable
GSM886305,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs low aeration (0.2% oxygen) 2hr rep 3," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886305,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) No treatment (channel 2),DRonA classified viable
GSM886304,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 0.5 mM KCN 1hr rep 3," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886304,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) KCN 0.5mM 1h (channel 2),DRonA classified viable
GSM886308,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 0.5 mM DETA/NO 5min rep 1," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886308,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) 0.5mM DNO 5min (channel 2),DRonA classified viable
GSM886377,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 0.05 mM DETA/NO 40min rep 1," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886377,dnf,Mycobacterium tuberculosis,dnf,Strain: MTB strain 1254 Treatment: Control (channel 1) Strain: MTB strain 1254 Treatment: 0.05 mM DETA/NO for 40min (channel 2),DRonA classified viable
GSM886279,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL9901,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL9nnn/GPL9901, H37 Rv3132-34 KO 0 days vs Rv3132-34 KO (complemented) hypoxia 4 day rep 3," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886279,dnf,Mycobacterium tuberculosis,dnf,H37Rv No treatment (channel 1) CO NRP Day 4 (channel 2),DRonA classified viable
GSM886273,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 2hr Hypoxia rep 2," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886273,dnf,Mycobacterium tuberculosis,dnf,Control (channel 1) 1254 HypoxiaGP 2h (channel 2),DRonA classified viable
GSM886271,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 0.5 mM DETA/NO 8hrs rep 2," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886271,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) 0.5mM DNO 8h (channel 2),DRonA classified viable
GSM886249,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL9901,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL9nnn/GPL9901, H37Rv 0 day ctrl vs Rv3132-34 KO hypoxia 4 day rep 4," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886249,dnf,Mycobacterium tuberculosis,dnf,Rv3132 4KO No treatment (channel 1) KO NRP Day 4 (channel 2),DRonA classified viable
GSM886276,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs low aeration + 0.001 mM DETA/NO rep 1," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886276,dnf,Mycobacterium tuberculosis,dnf,Control (channel 1) Low aeration + 0.001mM DNO (channel 2),DRonA classified viable
GSM886275,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL9901,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL9nnn/GPL9901, H37Rv 0 day ctrl vs Rv3132-34 KO hypoxia 4 day rep 2," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886275,dnf,Mycobacterium tuberculosis,dnf,Rv3132 4KO No treatment (channel 1) KO NRP Day 4 (channel 2),DRonA classified viable
GSM886315,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs low aeration + 0.05 mM DETA/NO rep 3," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886315,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) Lowaerationand0.05mMDNO (channel 2),DRonA classified viable
GSM886316,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs low aeration + 0.05 mM DETA/NO rep 1," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886316,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) Lowaerationand0.05mMDNO (channel 2),DRonA classified viable
GSM886317,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 0.5 mM DETA/NO 2hrs rep 3," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886317,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) 0.5mM DNO 2h (channel 2),DRonA classified viable
GSM886310,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 0.5 mM DETA/NO 5min rep 3," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886310,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) 0.5mM DNO 5min (channel 2),DRonA classified viable
GSM886311,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL9901,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL9nnn/GPL9901, MTB1254 Day 0 rep 2," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886311,dnf,Mycobacterium tuberculosis,dnf,MTB1254 Day 0 (channel 1) MTB1254 Day 0 (channel 2),DRonA classified viable
GSM886312,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs low aeration + 0.01 mM DETA/NO rep 2," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886312,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) Lowaerationand0.01mMDNO (channel 2),DRonA classified viable
